Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Communication Skills,Aptitude Skills,Technical Skills ,Projects,Java,C++,C,Python,Data Structure,Machine learning ,Data Science,Full stack,Networking,Cyber Security,AI,Robotics,IOT
21,Male,Computer Science,2,7,0,0,1,25,31,14,5,1,1,0,0,0,1,1,1,1,0,1,0,1
22,Male,Electrical,0,6,0,0,0,20,34,17,7,1,1,0,1,0,1,0,1,1,1,0,1,1
21,Male,Computer Science,0,6,0,0,0,21,36,16,9,0,0,0,1,1,1,0,1,1,1,0,1,1
22,Male,Electronics And Communication,1,6,0,0,0,24,12,19,6,1,1,0,0,1,0,1,0,1,0,1,1,1
22,Male,Information Technology,1,8,0,0,1,26,21,18,7,0,0,0,1,1,0,0,1,0,0,1,1,1
22,Female,Civil,1,8,0,1,1,25,25,17,2,1,1,0,0,1,1,0,1,0,1,1,1,0
22,Male,Computer Science,3,6,0,1,0,24,27,35,4,1,1,1,0,0,1,1,1,0,0,0,1,1
21,Male,Information Technology,0,6,0,0,0,24,36,36,2,1,1,1,0,1,0,0,1,1,0,0,1,1
22,Male,Civil,0,8,0,0,1,21,35,32,5,1,1,1,1,0,0,0,1,1,0,0,1,0
22,Male,Electronics And Communication,1,6,0,0,0,23,32,24,6,0,1,0,0,1,1,1,0,0,0,0,0,0
22,Female,Civil,1,6,0,0,0,20,31,35,8,1,0,1,0,1,1,1,0,1,1,1,0,1
21,Male,Information Technology,0,8,0,0,1,10,27,28,2,0,1,0,0,1,0,0,0,0,1,1,0,0
21,Male,Computer Science,1,7,0,0,0,20,26,27,8,1,1,1,0,1,1,0,1,1,1,1,0,0
22,Male,Information Technology,1,8,1,0,1,10,26,26,6,1,1,1,0,1,0,1,0,0,1,1,0,1
21,Male,Computer Science,0,7,0,0,0,20,25,21,8,0,0,0,1,0,1,1,0,0,0,0,0,1
21,Male,Electrical,0,8,0,0,1,21,21,25,6,1,1,0,0,1,1,0,0,0,0,1,1,1
21,Male,Information Technology,0,7,0,0,0,24,14,12,8,0,0,1,0,1,0,1,1,1,1,0,1,1
21,Male,Electrical,2,8,0,1,1,22,14,21,5,0,0,0,0,1,0,0,0,1,0,1,1,0
22,Female,Computer Science,1,6,1,0,0,21,12,21,6,1,1,0,0,1,1,0,0,1,0,1,0,0
21,Female,Computer Science,1,7,1,0,0,16,17,23,9,1,0,1,0,1,0,0,0,0,0,0,1,1
22,Male,Information Technology,1,8,0,0,1,15,16,10,5,1,1,1,0,1,0,1,0,1,1,0,0,1
24,Male,Computer Science,1,8,0,0,1,11,15,14,8,1,0,1,0,0,1,0,0,1,0,0,1,0
24,Male,Computer Science,1,6,1,1,1,24,14,11,6,1,1,0,0,0,0,1,1,1,1,1,0,1
22,Male,Information Technology,1,6,0,0,1,26,13,12,8,1,1,1,1,0,0,0,1,0,1,1,1,0
24,Male,Computer Science,1,7,0,0,1,25,12,13,7,0,0,0,1,1,0,1,0,1,1,0,0,0
24,Male,Computer Science,1,7,0,0,1,24,11,14,9,0,0,0,1,0,0,0,0,0,0,1,0,1
24,Male,Computer Science,1,7,0,0,1,29,9,15,4,0,0,1,0,0,1,1,0,0,0,1,1,0
24,Female,Information Technology,1,6,0,0,1,28,8,16,8,0,1,0,1,0,0,1,1,1,0,0,1,1
24,Male,Computer Science,0,8,0,0,1,27,7,11,1,1,1,1,0,0,0,0,1,1,1,1,0,1
20,Female,Electrical,1,7,0,1,0,24,9,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0
21,Male,Computer Science,1,7,0,0,1,26,19,9,6,0,1,1,1,0,1,0,0,1,1,0,0,0
23,Male,Electronics And Communication,0,7,0,0,0,25,17,8,5,1,0,1,1,0,1,1,0,1,0,0,0,1
22,Female,Computer Science,1,8,1,0,1,25,14,7,4,1,0,0,0,1,1,1,0,0,1,0,0,1
23,Male,Computer Science,1,7,0,0,1,21,16,6,8,1,0,0,1,1,0,1,0,1,1,1,0,1
23,Male,Electrical,2,7,0,0,0,24,12,5,9,0,0,0,1,0,1,1,1,0,0,0,0,1
22,Female,Computer Science,2,7,1,1,1,54,14,4,6,1,1,0,0,0,0,1,0,1,0,1,1,0
24,Male,Computer Science,1,6,0,0,1,53,15,2,7,0,1,0,0,0,1,1,1,0,1,1,1,0
22,Male,Information Technology,2,7,0,0,0,50,12,1,8,0,0,0,1,1,1,0,1,1,0,0,1,1
24,Male,Computer Science,0,6,0,0,1,52,14,5,9,1,0,1,0,0,0,0,0,0,0,0,1,1
22,Male,Information Technology,0,6,0,0,0,51,19,6,9,1,1,1,1,1,1,1,0,1,0,1,1,0
23,Male,Mechanical,0,7,0,0,0,56,17,4,6,0,0,0,1,1,0,1,1,1,1,0,1,0
22,Male,Electrical,1,7,0,0,0,54,14,8,11,1,0,0,1,1,0,1,1,0,1,1,0,1
23,Male,Electronics And Communication,1,6,0,1,1,59,32,31,6,1,0,1,1,0,0,0,1,1,0,1,0,0
23,Male,Electrical,0,8,0,1,1,58,91,85,5,1,0,1,0,1,1,0,1,0,1,1,0,0
20,Male,Electrical,1,8,0,0,1,54,82,69,7,1,1,1,0,0,1,1,0,1,0,0,0,1
24,Male,Mechanical,0,7,1,0,0,55,97,91,5,1,1,0,0,0,1,1,1,1,0,0,1,1
24,Male,Computer Science,2,6,0,0,1,52,89,65,8,1,0,0,1,1,1,1,0,0,1,0,1,1
20,Male,Computer Science,1,6,0,0,0,30,90,80,10,1,0,0,1,1,1,1,0,1,0,0,1,0
24,Male,Mechanical,0,6,1,0,1,35,72,72,7,1,0,1,0,1,1,1,1,1,0,0,0,1
22,Female,Electrical,1,7,0,0,0,45,70,65,4,0,0,0,1,1,1,1,1,0,1,1,1,1
20,Male,Civil,1,6,0,0,0,20,74,60,5,1,0,1,0,0,1,0,1,0,1,0,0,1
23,Male,Electronics And Communication,1,6,0,1,1,75,70,60,2,1,0,0,1,0,1,0,1,1,0,1,1,1
23,Male,Mechanical,0,6,1,0,0,78,70,65,1,1,0,0,1,1,0,0,1,0,1,1,0,1
22,Male,Computer Science,1,6,0,0,0,78,70,70,5,0,0,1,0,1,1,0,0,1,0,0,0,0
22,Male,Mechanical,1,7,1,0,0,75,60,65,7,0,1,0,1,1,1,1,0,0,1,0,0,1
23,Male,Computer Science,0,7,0,0,0,60,40,60,9,0,0,0,1,0,0,1,1,0,1,1,0,1
22,Male,Computer Science,1,8,0,0,1,71,55,45,6,1,0,0,1,0,1,0,0,1,1,1,1,0
20,Male,Computer Science,0,8,0,1,1,85,80,87,7,1,0,1,1,1,0,0,1,1,0,1,0,0
20,Female,Computer Science,1,7,1,0,1,93,82,80,2,1,0,1,1,1,1,0,1,1,1,1,0,0
21,Male,Electrical,0,7,0,0,1,80,78,82,4,1,0,0,0,1,0,0,0,1,1,0,1,1
23,Male,Computer Science,1,7,0,0,0,86,80,78,2,1,1,0,0,1,1,0,0,1,0,0,1,0
21,Female,Information Technology,1,8,0,0,1,68,39,47,5,0,1,1,0,0,0,0,1,1,0,0,1,1
21,Male,Mechanical,0,6,1,0,0,55,64,62,6,0,0,1,1,0,0,0,1,0,0,0,0,1
20,Male,Civil,0,8,0,0,1,55,42,46,8,1,1,1,0,0,1,0,0,1,1,1,0,1
23,Female,Computer Science,0,7,1,1,0,55,64,62,2,0,1,1,0,1,0,0,0,0,0,0,1,1
21,Male,Electronics And Communication,0,8,0,1,1,60,54,52,8,0,0,1,0,1,1,1,1,0,0,1,1,1
24,Male,Electronics And Communication,1,7,0,0,0,70,56,54,6,1,1,0,0,1,0,1,1,1,1,1,0,1
21,Male,Electronics And Communication,1,6,0,0,0,40,80,74,8,0,1,1,0,1,1,0,0,0,0,1,1,1
21,Male,Electrical,0,8,0,0,1,45,78,79,6,0,0,0,0,1,0,0,1,0,0,0,0,1
22,Male,Computer Science,0,6,0,1,0,47,54,54,8,1,1,0,1,1,0,0,1,1,0,1,1,1
20,Male,Computer Science,2,7,0,0,0,74,68,65,5,1,0,1,1,0,1,0,0,1,1,0,1,1
21,Male,Computer Science,0,7,0,0,1,77,75,76,6,0,0,1,1,0,1,0,1,0,0,0,1,1
20,Male,Information Technology,0,6,0,0,0,86,24,30,9,1,0,0,0,1,0,1,1,1,1,0,0,1
23,Male,Information Technology,0,8,0,0,1,70,20,40,5,1,0,0,0,0,1,0,1,1,0,0,1,1
22,Male,Computer Science,0,7,0,0,0,48,26,27,8,1,1,1,1,0,0,1,1,1,1,1,0,1
21,Male,Information Technology,0,8,0,0,1,60,26,31,6,1,1,0,0,0,0,0,1,0,0,0,0,1
21,Male,Mechanical,0,6,1,0,1,47,20,18,8,0,0,1,1,0,1,0,0,1,0,0,1,1
24,Male,Information Technology,0,8,0,0,1,67,31,21,7,1,0,1,1,1,1,1,0,0,1,1,0,0
23,Male,Electronics And Communication,1,6,0,0,0,59,21,28,9,0,0,1,1,0,1,1,0,0,0,1,0,1
22,Male,Computer Science,0,7,0,0,1,56,29,31,4,1,0,1,0,1,1,0,0,0,1,0,1,1
20,Male,Mechanical,0,6,1,1,0,89,26,36,8,1,0,0,0,1,0,0,0,0,1,1,0,0
24,Male,Mechanical,0,7,1,0,1,80,21,21,1,1,1,0,0,0,1,1,0,0,0,1,0,1
21,Male,Information Technology,0,8,0,1,1,57,21,21,2,1,1,1,0,0,0,1,0,1,1,1,0,0
23,Male,Computer Science,2,7,0,1,1,64,25,17,6,1,0,1,0,1,0,1,0,0,0,0,1,0
23,Male,Mechanical,1,7,1,0,1,74,26,14,5,0,0,1,1,1,0,0,0,0,0,1,0,0
23,Male,Civil,0,8,0,0,1,74,23,14,4,1,1,0,1,1,0,1,0,0,1,0,1,1
22,Male,Electronics And Communication,1,7,0,0,0,40,24,18,8,0,1,0,1,1,0,1,1,1,1,0,1,1
24,Male,Mechanical,1,8,1,0,1,60,28,19,9,0,1,1,0,0,0,0,0,1,0,0,1,1
21,Female,Computer Science,0,8,1,1,1,76,29,16,6,0,1,1,0,1,0,0,0,0,1,1,1,1
22,Male,Computer Science,0,6,0,1,0,25,32,17,7,1,0,0,0,0,1,0,0,1,0,1,0,1
22,Male,Electronics And Communication,0,6,0,0,1,27,31,14,8,0,0,0,1,1,0,0,1,0,0,0,1,0
23,Male,Electrical,0,6,0,0,0,24,34,17,9,1,0,1,1,1,1,0,0,1,0,1,0,0
20,Male,Computer Science,1,7,0,0,1,28,36,16,9,0,0,1,0,1,0,0,1,1,1,0,0,0
22,Male,Computer Science,1,8,0,0,1,26,12,19,6,0,1,0,1,1,0,1,1,1,1,1,1,1
20,Male,Electronics And Communication,0,8,0,0,1,23,21,18,11,0,1,1,1,1,0,0,0,1,0,1,0,0
23,Male,Computer Science,1,7,0,0,0,25,25,17,6,1,0,0,1,1,1,1,1,0,0,0,1,1
21,Male,Information Technology,1,7,0,0,1,26,27,35,5,1,0,0,0,1,1,0,1,0,0,1,1,0
24,Male,Civil,0,8,0,0,1,31,36,36,7,1,0,1,1,0,1,1,1,0,1,1,1,1
21,Male,Information Technology,0,8,0,0,1,32,35,32,5,0,1,0,0,0,0,0,1,1,1,0,1,0
21,Male,Electrical,2,6,1,1,1,36,32,24,8,1,1,1,0,0,0,0,1,0,0,1,1,0
20,Female,Information Technology,0,6,0,0,0,39,31,35,10,1,1,1,0,0,0,0,0,0,0,0,0,1
23,Male,Computer Science,1,6,0,0,0,34,27,28,7,0,1,1,0,1,1,0,0,1,0,0,1,0
20,Male,Civil,2,5,0,0,0,37,26,27,4,1,0,1,1,0,0,0,1,1,1,1,0,1
21,Male,Mechanical,1,5,1,0,0,32,26,26,5,1,0,1,1,1,1,0,0,1,1,1,1,0
23,Female,Information Technology,1,6,1,0,0,50,25,21,2,0,1,0,0,1,1,0,0,0,1,1,1,1
24,Female,Electronics And Communication,0,5,0,0,0,51,21,25,1,0,1,1,0,1,1,1,1,0,1,0,1,0
22,Male,Civil,1,6,0,0,0,41,14,12,5,1,0,0,1,0,0,0,0,0,1,0,0,0
24,Male,Computer Science,1,5,0,0,0,12,14,21,7,1,0,0,1,1,1,0,1,1,0,1,1,0
23,Female,Computer Science,0,5,1,1,0,19,12,21,9,0,1,0,0,1,1,1,1,0,0,0,1,1
23,Male,Information Technology,0,5,0,1,0,31,17,23,6,0,1,1,0,1,1,1,0,0,1,0,0,0
23,Male,Information Technology,0,5,0,0,0,28,16,10,7,0,1,0,1,0,0,1,1,0,1,0,0,1
22,Male,Civil,2,6,0,0,0,24,15,14,2,0,1,0,0,1,0,0,1,0,1,0,1,0
24,Male,Information Technology,0,6,0,0,1,26,14,11,4,1,1,1,0,0,0,0,1,0,1,0,1,1
22,Male,Civil,0,6,0,0,1,28,13,12,2,0,0,1,0,0,1,1,0,1,1,1,1,0
24,Male,Computer Science,1,6,0,0,1,27,12,13,5,0,0,1,0,0,0,1,0,0,0,1,0,1
20,Male,Computer Science,1,5,0,0,0,29,11,14,6,0,0,0,1,1,0,1,0,0,1,0,1,0
20,Male,Computer Science,2,5,0,0,0,27,9,15,8,1,0,1,1,1,0,1,0,1,0,0,0,0
24,Male,Mechanical,0,5,0,1,0,25,8,16,2,1,1,1,1,0,1,1,0,1,1,1,1,0
24,Male,Civil,0,5,0,0,0,21,7,11,8,0,1,1,0,0,0,0,0,0,1,1,0,1
21,Male,Information Technology,0,5,0,0,0,21,9,10,6,1,1,1,1,1,0,0,1,0,0,1,0,1
23,Male,Electrical,1,6,0,1,0,24,19,9,8,0,1,0,0,0,0,1,1,0,1,0,0,1
21,Female,Computer Science,0,7,1,0,1,21,17,8,6,1,0,1,0,1,0,0,1,0,0,1,0,0
23,Female,Computer Science,1,7,1,0,1,23,14,7,8,0,0,0,0,1,0,0,1,1,0,0,1,1
20,Male,Civil,1,6,1,0,1,25,16,6,5,1,1,0,0,1,1,1,0,1,1,1,0,0
24,Female,Information Technology,1,7,0,0,0,20,12,5,6,0,0,0,0,1,0,0,0,1,1,0,1,0
24,Female,Mechanical,1,7,0,0,1,21,14,4,9,1,0,1,1,0,1,0,0,1,0,0,0,1
20,Male,Civil,0,7,1,1,0,24,15,2,5,1,1,1,1,1,1,1,0,1,0,0,1,1
23,Male,Electronics And Communication,0,6,0,1,0,26,12,1,8,1,0,1,0,1,0,1,1,0,0,0,0,0
24,Male,Mechanical,0,8,1,0,1,25,14,5,6,1,0,1,1,0,1,1,0,1,1,1,1,1
20,Male,Mechanical,0,8,1,1,1,24,19,6,8,0,0,0,0,0,0,1,0,0,0,0,1,1
23,Male,Information Technology,0,7,0,1,0,24,17,4,7,1,1,0,0,0,0,0,1,0,1,1,0,1
22,Female,Information Technology,0,8,0,0,1,21,14,8,9,1,0,0,0,0,0,1,0,1,1,0,0,0
24,Male,Electronics And Communication,0,7,0,0,0,23,32,31,4,1,1,1,0,0,1,1,0,1,0,1,1,1
23,Male,Information Technology,0,7,0,0,0,20,31,32,8,1,0,0,0,0,0,0,0,0,1,1,0,1
21,Male,Information Technology,0,7,0,0,1,10,32,24,1,1,1,1,0,0,0,1,0,1,0,0,1,1
23,Male,Computer Science,1,8,0,0,1,20,34,25,2,1,1,1,0,1,0,0,0,0,0,1,0,0
21,Female,Electronics And Communication,1,7,0,0,0,10,39,29,6,0,1,1,0,0,1,1,1,0,0,0,0,0
24,Male,Information Technology,1,7,0,0,1,20,36,26,5,0,0,1,1,0,0,0,1,0,0,0,1,0
24,Female,Electronics And Communication,0,8,0,0,1,21,35,27,4,1,1,1,1,1,1,1,1,1,0,0,1,0
22,Male,Information Technology,2,7,1,0,0,24,30,31,8,1,1,1,1,1,1,1,1,1,1,0,0,0
21,Female,Electronics And Communication,0,7,0,0,0,22,47,25,9,0,0,1,0,0,1,1,0,0,1,1,1,1
23,Male,Electronics And Communication,2,8,0,0,1,21,42,24,6,0,1,1,1,1,1,0,1,0,1,1,1,1
22,Male,Information Technology,0,7,0,0,1,16,41,22,7,0,0,1,1,0,1,0,1,1,0,1,0,0
24,Male,Civil,0,8,1,0,1,15,45,20,8,1,0,1,1,0,1,0,1,1,1,0,0,0
20,Male,Mechanical,1,8,0,0,1,11,52,66,9,0,1,0,1,0,1,0,1,1,0,1,1,1
22,Male,Computer Science,1,8,0,0,1,24,54,65,9,1,1,0,1,0,0,1,0,0,0,0,0,0
21,Male,Civil,0,8,0,0,1,26,58,62,6,0,1,0,1,0,1,0,0,1,0,0,0,0
20,Male,Information Technology,1,7,0,0,1,25,59,78,11,1,0,0,1,1,1,1,0,0,1,1,0,0
21,Male,Civil,0,8,1,0,1,24,59,74,6,1,1,0,1,0,1,0,1,1,1,1,0,0
22,Male,Computer Science,1,8,0,1,1,29,53,70,5,1,1,1,1,1,0,0,1,1,1,1,1,0
24,Male,Computer Science,1,7,0,0,0,28,54,64,7,1,0,1,0,1,0,1,0,1,1,0,1,0
21,Male,Civil,0,7,0,0,1,27,57,61,5,1,1,0,1,0,0,0,0,1,1,1,0,1
23,Male,Information Technology,1,8,0,0,1,24,59,68,8,1,1,1,1,0,0,1,1,0,1,0,1,1
21,Male,Electrical,0,6,0,0,1,26,91,85,10,1,0,1,0,1,1,1,1,1,1,0,0,0
20,Male,Mechanical,1,7,1,1,0,25,82,69,7,0,1,0,0,0,1,0,1,1,0,0,1,1
24,Male,Information Technology,1,8,0,0,1,25,97,91,4,0,0,1,0,0,0,1,1,1,1,0,0,1
20,Female,Computer Science,2,7,1,1,0,21,89,65,5,1,1,1,0,1,1,1,0,0,0,0,1,1
23,Female,Electronics And Communication,0,6,0,0,0,24,90,80,2,1,1,0,0,0,1,1,1,0,0,1,0,1
22,Male,Civil,0,6,0,0,0,54,72,72,1,0,1,0,0,0,0,0,1,0,1,0,1,1
22,Male,Computer Science,3,8,0,0,1,53,70,65,5,1,0,1,0,0,0,0,1,1,0,0,1,0
23,Male,Mechanical,1,8,1,0,1,50,74,60,7,1,1,0,1,1,1,1,0,0,1,0,0,0
23,Male,Information Technology,0,7,0,1,1,52,70,60,9,0,0,0,1,1,1,0,1,1,0,0,1,1
23,Male,Electrical,0,8,0,0,1,51,70,65,6,1,0,0,0,0,1,1,0,0,1,1,0,1
20,Male,Civil,0,8,0,0,1,56,70,70,7,1,1,1,0,0,1,0,1,1,1,1,1,1
24,Male,Mechanical,0,6,1,1,1,54,60,65,2,1,0,0,1,1,0,1,1,1,0,1,1,0
20,Female,Electronics And Communication,0,8,0,0,1,59,40,60,4,1,0,0,1,0,1,0,0,0,0,1,1,1
22,Male,Electronics And Communication,1,8,0,0,1,58,55,45,2,0,0,1,0,0,0,0,1,1,1,0,1,0
20,Male,Civil,2,6,0,0,1,54,80,87,5,1,0,0,1,0,0,1,0,0,0,0,1,1
23,Male,Electrical,0,7,0,0,1,55,82,80,6,1,1,1,1,0,1,1,1,1,0,0,1,0
21,Male,Civil,0,7,0,0,0,52,78,82,8,1,0,0,0,1,1,1,0,0,0,0,0,0
24,Male,Mechanical,0,6,1,0,1,30,80,78,2,1,0,0,1,1,0,0,1,0,0,0,0,1
21,Male,Mechanical,0,8,1,1,1,35,39,47,8,0,0,0,1,1,1,1,0,0,0,0,1,0
22,Male,Information Technology,1,7,0,0,1,45,64,62,6,1,0,0,0,0,0,1,0,0,0,0,0,1
24,Male,Information Technology,0,6,0,0,1,20,42,46,8,0,0,1,1,1,1,0,1,0,1,1,0,0
20,Male,Electrical,0,7,0,0,0,75,64,62,6,1,1,0,0,1,0,0,0,1,1,1,1,0
24,Male,Mechanical,1,8,1,1,1,78,54,52,8,0,1,1,0,1,1,1,0,1,0,1,1,0
22,Male,Mechanical,0,8,1,0,1,78,56,54,5,1,0,0,0,1,1,1,0,1,1,0,0,0
23,Male,Information Technology,2,7,0,0,1,75,80,74,6,0,1,0,0,0,1,0,1,0,1,0,1,1
21,Female,Information Technology,0,6,0,0,0,60,78,79,9,1,1,0,1,0,1,1,1,0,0,1,0,1
22,Male,Electronics And Communication,1,8,0,0,1,71,54,54,5,0,0,0,0,1,0,1,0,0,0,1,1,0
21,Male,Computer Science,0,6,0,1,1,85,68,65,8,1,1,1,1,0,1,0,1,1,0,0,0,1
23,Female,Computer Science,1,7,1,0,0,93,75,76,6,1,1,0,1,1,1,1,1,1,0,0,0,1
21,Male,Mechanical,0,7,1,0,0,80,24,30,8,0,0,1,1,1,1,1,0,1,0,1,1,1
21,Male,Electronics And Communication,0,7,0,1,0,86,20,40,7,1,0,1,1,1,1,0,0,1,0,1,0,0
20,Male,Information Technology,1,8,0,0,1,68,26,27,9,1,0,0,0,1,1,1,1,0,0,0,0,0
21,Male,Information Technology,1,8,0,0,1,55,26,31,4,0,1,1,0,0,0,1,0,0,1,1,1,0
22,Male,Computer Science,0,6,0,1,0,55,20,18,8,1,0,1,0,0,0,0,0,1,1,0,0,0
24,Male,Computer Science,1,8,0,0,1,55,31,21,1,0,0,1,1,0,0,1,0,0,0,0,1,1
20,Male,Electronics And Communication,0,7,0,0,0,60,21,28,2,0,1,1,1,0,0,0,0,0,1,0,0,0
21,Male,Information Technology,1,6,1,0,0,70,29,31,6,0,1,0,0,1,1,0,0,1,1,1,1,1
21,Male,Computer Science,0,6,0,1,0,40,26,36,5,0,1,1,1,0,0,1,1,1,1,1,1,0
21,Male,Electronics And Communication,0,8,0,1,1,45,21,21,4,0,1,0,0,1,0,1,1,0,0,0,1,0
21,Female,Computer Science,1,8,1,1,1,47,21,21,8,1,1,1,0,1,1,1,1,1,0,0,1,0
21,Female,Electronics And Communication,0,8,0,0,1,74,25,17,9,0,0,1,0,1,0,0,1,1,1,1,1,1
23,Female,Electronics And Communication,0,8,0,0,1,77,26,14,6,1,1,0,1,0,0,0,1,0,1,0,1,1
21,Male,Civil,0,6,1,1,0,86,23,14,7,0,0,1,1,0,1,1,0,0,1,1,0,0
24,Female,Electronics And Communication,0,8,0,0,1,70,24,18,8,0,1,1,0,0,1,0,1,0,0,1,1,1
23,Female,Mechanical,1,6,1,0,0,48,28,19,9,1,0,0,1,0,1,1,0,1,1,0,0,0
23,Male,Electrical,0,8,0,0,1,60,29,16,9,1,1,1,0,1,0,0,1,0,0,1,0,0
23,Male,Computer Science,1,8,0,0,1,47,32,17,6,0,1,1,0,1,1,1,0,0,1,0,0,0
22,Male,Information Technology,1,8,0,1,1,67,31,14,11,1,0,1,0,1,0,0,0,0,1,1,1,1
21,Male,Mechanical,0,6,1,0,0,59,34,17,6,1,1,1,1,0,0,0,1,0,0,0,0,0
24,Male,Information Technology,0,6,0,0,1,56,36,16,5,1,0,1,1,0,1,0,0,0,1,1,0,1
24,Male,Electronics And Communication,1,6,1,1,1,89,12,19,7,0,0,0,1,0,0,1,0,0,1,1,1,1
22,Male,Electronics And Communication,1,8,1,1,1,80,21,18,5,0,0,1,1,1,1,0,0,1,0,1,1,0
20,Male,Mechanical,0,6,1,0,0,57,25,17,8,0,1,1,0,1,0,1,1,0,1,1,0,0
20,Male,Computer Science,0,8,0,0,1,64,27,35,10,0,1,0,1,1,1,1,1,0,1,0,0,0
21,Male,Electrical,0,6,0,0,0,74,36,36,7,0,1,0,1,0,1,0,0,0,1,1,0,1
22,Male,Information Technology,0,6,0,0,0,74,35,32,4,1,1,1,0,1,0,0,1,1,0,0,0,0
24,Female,Electronics And Communication,0,6,0,0,1,40,32,24,5,0,0,1,1,1,1,0,0,1,0,1,0,1
21,Male,Information Technology,0,7,0,0,0,60,31,35,2,1,1,1,1,1,1,1,0,1,0,0,1,1
24,Female,Computer Science,1,7,1,0,1,76,27,28,1,0,1,1,1,1,1,0,1,0,1,0,0,1
22,Male,Information Technology,0,6,0,0,0,25,26,27,5,1,1,0,1,0,1,0,0,0,1,1,1,0
24,Male,Information Technology,2,8,0,0,1,27,26,26,7,0,1,1,1,1,0,1,0,1,1,0,1,0
22,Male,Information Technology,1,6,0,0,0,24,25,21,9,0,1,0,1,1,1,1,1,0,1,0,0,0
21,Male,Civil,0,7,1,1,0,28,21,25,6,1,1,0,0,1,1,0,1,0,0,0,1,0
20,Male,Mechanical,0,7,1,0,0,26,14,12,7,0,1,0,1,0,1,1,1,0,1,1,1,1
22,Male,Computer Science,0,6,0,0,0,23,14,21,2,0,1,1,1,1,1,0,1,1,0,1,1,1
21,Male,Computer Science,0,6,0,0,0,25,12,21,4,0,0,1,0,1,0,1,0,1,1,1,1,0
22,Male,Electronics And Communication,0,7,0,0,0,26,17,23,2,1,0,0,0,1,0,0,0,0,1,0,1,1
23,Male,Electronics And Communication,0,6,0,0,0,31,16,10,5,1,1,0,1,0,0,0,0,1,1,0,1,1
23,Female,Information Technology,1,5,0,0,0,32,15,14,6,0,1,0,1,0,1,1,0,0,1,1,1,0
22,Female,Computer Science,1,5,1,0,0,36,14,11,8,1,1,1,0,1,0,0,1,1,0,1,1,1
20,Female,Computer Science,0,5,1,1,0,39,13,12,2,1,0,1,1,0,0,1,1,1,0,1,0,1
20,Male,Mechanical,0,5,1,0,0,34,12,13,8,0,1,1,0,0,0,0,0,1,0,0,0,0
24,Female,Computer Science,2,5,1,0,0,37,11,14,6,0,1,1,1,1,1,1,1,0,0,0,0,0
24,Male,Electronics And Communication,0,6,0,0,1,32,9,15,8,1,0,0,0,0,0,1,0,0,0,1,0,1
22,Male,Information Technology,1,6,0,0,0,50,8,16,6,1,0,1,1,1,1,1,0,1,1,1,1,0
23,Female,Electronics And Communication,0,5,0,0,0,51,7,11,8,1,0,0,0,0,0,1,1,0,1,1,1,1
22,Male,Mechanical,1,6,1,0,0,41,9,10,5,1,1,1,1,0,1,1,0,0,0,0,0,1
21,Female,Mechanical,1,5,1,0,0,12,19,9,6,0,1,1,0,0,1,0,0,1,1,0,0,1
22,Male,Mechanical,1,5,0,0,0,19,17,8,9,0,0,1,0,1,1,0,0,1,1,0,0,1
24,Male,Information Technology,1,6,0,1,1,31,14,7,5,0,1,1,1,0,0,1,0,0,1,1,0,0
23,Male,Mechanical,0,5,1,1,0,28,16,6,8,0,1,0,0,0,1,1,0,1,1,1,1,0
23,Female,Civil,1,5,0,0,0,24,12,5,6,1,0,0,1,0,1,1,1,0,1,0,0,1
22,Male,Electrical,0,5,0,0,0,26,14,4,8,1,1,0,1,1,1,1,0,0,1,1,0,1
20,Male,Computer Science,1,5,0,0,0,28,15,2,7,0,0,1,0,1,1,0,1,1,0,0,0,1
23,Male,Computer Science,1,5,0,0,0,27,12,1,9,1,1,1,0,0,1,1,1,1,0,1,1,0
23,Male,Civil,0,5,0,0,0,29,14,5,4,0,1,1,0,0,0,1,0,0,1,0,1,1
21,Female,Information Technology,0,6,0,0,0,27,19,6,8,0,1,1,0,0,0,1,1,0,0,0,0,0
24,Male,Civil,0,6,0,0,1,25,17,4,1,1,1,0,0,1,0,1,1,1,0,1,0,1
23,Male,Computer Science,0,6,0,0,1,21,14,8,2,0,1,1,0,1,0,0,0,1,0,0,0,0
24,Male,Information Technology,1,6,0,0,1,21,32,31,6,1,1,1,1,1,1,0,1,1,0,0,0,1
22,Male,Information Technology,1,5,0,0,0,24,31,32,5,1,0,0,1,0,0,1,0,1,0,1,0,0
22,Male,Electrical,1,6,1,1,0,21,32,24,4,1,0,0,1,0,1,0,1,1,1,0,0,1
21,Male,Information Technology,0,5,0,0,0,23,34,25,8,0,0,0,1,1,0,1,0,0,0,0,0,0
21,Male,Electronics And Communication,0,6,0,0,0,25,39,29,9,1,1,0,0,1,1,1,0,1,0,1,0,0
20,Male,Computer Science,0,5,0,0,0,20,36,26,6,1,0,1,1,1,0,1,0,1,0,0,1,1
22,Male,Information Technology,0,6,0,0,0,21,35,27,7,1,0,0,1,0,0,0,0,0,0,0,0,0
23,Female,Mechanical,1,5,1,0,0,24,30,31,8,0,0,1,0,1,1,1,1,1,1,0,1,1
22,Male,Computer Science,2,6,0,0,1,26,47,25,9,1,1,0,1,0,0,1,1,1,0,0,0,0
